WORD,IM_Y_M_N,IM_Y_F_N,IM_O_M_N,IM_O_F_N,IM_Y_M_MEAN,IM_Y_F_MEAN,IM_O_M_MEAN,IM_O_F_MEAN,IM_Y_M_SD,IM_Y_F_SD,IM_O_M_SD,IM_O_F_SD,IM_Y_N,IM_O_N,IM_Y_MEAN,IM_O_MEAN,IM_Y_SD,IM_O_SD,EM_Y_M_N,EM_Y_F_N,EM_O_M_N,EM_O_F_N,EM_Y_M_MEAN,EM_Y_F_MEAN,EM_O_M_MEAN,EM_O_F_MEAN,EM_Y_M_SD,EM_Y_F_SD,EM_O_M_SD,EM_O_F_SD,EM_Y_N,EM_O_N,EM_Y_MEAN,EM_O_MEAN,EM_Y_SD,EM_O_SD,F_Unknown_Y,F_Unknown_O,Kategorie,WORD_length,length_group,Is_plant
Koralle,10,10,13,10,88.5,85.2,87.54,83.8,11.58,11.92,15.08,20.53,20,23,86.85,85.91,11.56,17.32,8,9,8,11,39.5,58.0,38.38,30.64,34.91,34.7,36.66,21.11,17,19,49.29,33.89,35.01,28.03,0.03,0.0,nature_based_non_human,7,long_word,
Korb,9,9,13,10,83.67,87.89,91.08,84.0,12.96,10.07,11.94,21.06,18,23,85.78,88.0,11.47,16.49,8,10,8,11,19.75,15.2,18.13,22.27,17.45,28.26,13.23,25.5,18,19,17.22,20.53,23.53,20.82,0.0,0.0,,4,short_word,
Korken,8,11,11,12,86.0,88.36,91.73,86.33,15.75,11.36,11.82,18.16,19,23,87.37,88.91,13.02,15.36,6,12,9,10,16.17,21.5,10.67,12.2,21.56,25.96,17.92,15.6,18,19,19.72,11.47,24.07,16.28,0.0,0.0,,6,short_word,
Korn,10,10,13,10,73.5,85.7,88.62,86.1,29.09,13.19,16.95,12.18,20,23,79.6,87.52,22.86,14.8,8,10,10,9,42.13,26.1,25.6,23.78,25.08,28.24,28.42,22.05,18,19,33.22,24.74,27.36,24.92,0.0,0.0,nature_based_non_human,4,short_word,plant
Kornblume,8,11,14,9,54.5,83.91,94.79,83.89,30.7,17.94,7.91,21.79,19,23,71.53,90.52,27.71,15.47,9,9,8,11,31.44,58.33,66.13,50.0,26.04,39.22,22.69,29.63,18,19,44.89,56.79,35.14,27.48,0.0,0.0,nature_based_non_human,9,long_word,plant
Kornfeld,9,10,11,11,79.78,84.3,93.36,91.0,18.23,11.36,8.52,15.83,19,22,82.16,92.18,14.75,12.47,9,10,10,9,38.89,50.3,52.5,39.56,28.84,37.84,30.34,19.74,19,19,44.89,46.37,33.46,26.03,0.0,0.0,,8,long_word,
Körper,11,9,13,10,79.18,86.56,85.46,82.7,19.43,17.29,17.63,19.44,20,23,82.5,84.26,18.41,18.06,10,9,9,10,21.1,44.67,34.22,31.0,29.47,36.03,31.39,22.4,19,19,32.26,32.53,34.02,26.3,0.0,0.0,,6,short_word,
Korsett,9,11,11,12,79.56,81.0,84.64,85.58,23.2,14.09,12.05,17.46,20,23,80.35,85.13,18.21,14.79,9,9,10,9,2.44,-28.44,-25.7,-23.56,44.69,41.19,31.14,39.43,18,19,-13.0,-24.68,44.62,34.31,0.0,0.0,,7,long_word,
Kosak,10,6,10,12,66.5,43.67,80.5,71.5,35.22,20.07,20.71,31.75,16,22,57.94,75.59,31.76,27.07,10,9,8,11,4.4,6.11,-17.75,-3.45,32.86,13.55,47.33,14.6,19,19,5.21,-9.47,24.95,32.28,0.13,0.04,nature_based_human,5,short_word,
Kosten,11,10,12,11,28.0,19.3,39.33,37.82,25.32,19.32,31.72,29.6,21,23,23.86,38.61,22.55,30.03,10,9,9,10,-48.2,-46.22,-33.78,-32.0,38.81,31.31,41.93,45.31,19,19,-47.26,-32.84,34.5,42.53,0.0,0.0,,6,short_word,
Kostüm,11,9,12,10,62.27,80.89,81.5,82.3,25.11,18.06,21.72,21.06,20,22,70.65,81.86,23.65,20.92,9,9,8,11,4.89,51.56,32.0,34.36,21.82,39.32,24.52,26.34,18,19,28.22,33.37,39.09,24.91,0.0,0.0,,6,short_word,
Kotelett,9,11,12,11,80.56,83.55,95.08,93.73,16.0,14.17,6.27,6.08,20,23,82.2,94.43,14.69,6.08,9,10,10,9,25.22,22.0,34.0,23.78,30.8,30.13,28.08,36.7,19,19,23.53,29.16,29.64,31.94,0.0,0.0,,8,long_word,
Krabbe,12,8,13,10,83.17,88.13,90.23,81.9,14.65,14.27,9.7,18.64,20,23,85.15,86.61,14.34,14.53,10,9,8,11,26.6,17.56,12.0,16.45,23.9,22.22,26.52,31.69,19,19,22.32,14.58,22.95,28.92,0.0,0.0,nature_based_non_human,6,short_word,
Kraft,11,11,12,11,47.36,35.55,38.92,44.64,31.09,25.16,34.24,32.07,22,23,41.45,41.65,28.25,32.59,10,8,8,11,20.2,50.13,38.25,45.09,25.37,25.77,16.97,33.84,18,19,33.5,42.21,29.12,27.57,0.0,0.0,nature_based_human,5,short_word,
Kragen,10,9,12,11,67.7,82.0,90.75,83.0,33.99,13.68,10.21,22.66,19,23,74.47,87.04,26.73,17.36,10,8,8,11,-7.7,-0.38,20.63,23.18,15.88,23.1,20.41,28.95,18,19,-4.44,22.11,19.16,25.09,0.0,0.0,,6,short_word,
Krähe,11,9,14,9,85.45,87.44,96.93,89.0,22.12,11.8,4.7,11.61,20,23,86.35,93.83,17.81,8.81,10,9,9,10,-8.4,-7.22,18.33,-8.0,43.67,17.5,55.93,43.81,19,19,-7.84,4.47,33.02,50.32,0.0,0.0,nature_based_non_human,5,short_word,
Kralle,12,10,11,12,83.67,83.9,85.09,82.17,12.12,9.46,17.92,25.74,22,23,83.77,83.57,10.73,21.9,9,10,9,10,-11.33,-36.1,-26.11,-23.1,15.59,32.86,29.66,16.82,19,19,-24.37,-24.53,28.45,23.13,0.0,0.0,,6,short_word,
Kran,10,10,13,10,83.5,90.6,92.77,85.2,19.98,4.62,8.0,18.21,20,23,87.05,89.48,14.58,13.61,10,8,9,10,8.9,-9.88,14.33,13.8,20.07,19.1,13.04,24.27,18,19,0.56,14.05,21.35,19.24,0.0,0.0,,4,short_word,
Kranführer,11,10,13,10,64.64,54.7,76.62,89.3,29.28,23.2,26.84,12.82,21,23,59.9,82.13,26.39,22.39,8,10,9,10,12.13,-3.8,8.44,17.3,12.53,14.66,12.94,22.64,18,19,3.28,13.11,15.64,18.74,0.0,0.0,nature_based_human,10,long_word,
Kranker,9,10,12,11,54.33,52.2,76.0,69.82,27.37,26.11,24.54,31.21,19,23,53.21,73.04,25.98,27.45,9,9,10,10,-48.44,-54.78,-60.0,-57.5,30.24,33.45,37.61,28.85,18,20,-51.61,-58.75,31.11,32.64,0.0,0.0,nature_based_human,7,long_word,
Krankheit,11,10,13,10,48.0,35.9,64.15,61.3,33.07,26.88,34.51,35.08,21,23,42.24,62.91,30.17,33.99,13,13,12,13,-60.15,-85.77,-71.58,-73.85,23.79,24.82,41.86,49.12,26,25,-72.96,-72.76,27.16,44.84,0.0,0.0,,9,long_word,
Kranz,10,9,12,11,79.7,84.22,96.83,85.09,21.02,9.2,3.79,16.02,19,23,81.84,91.22,16.25,12.64,9,11,9,10,0.67,4.73,-8.67,0.1,18.94,21.77,52.05,15.43,20,19,2.9,-4.05,20.12,36.65,0.0,0.0,,5,short_word,
Kraut,10,10,11,11,64.5,62.2,77.55,83.45,26.93,22.07,25.77,24.03,20,22,63.35,80.5,24.0,24.5,11,7,9,10,10.27,6.86,22.0,26.1,22.15,28.26,25.72,27.33,18,19,8.94,24.16,23.94,25.92,0.0,0.0,nature_based_non_human,5,short_word,plant
Krawatte,10,11,12,11,90.2,92.36,96.0,92.27,15.0,8.69,6.66,9.71,21,23,91.33,94.22,11.84,8.28,10,8,9,10,-0.8,3.75,25.78,32.8,42.03,13.82,25.85,28.27,18,19,1.22,29.47,31.93,26.64,0.0,0.0,,8,long_word,
Krebs,10,10,11,11,94.4,95.8,85.55,78.0,7.34,4.89,28.69,23.65,20,22,95.1,81.77,6.11,25.95,9,9,10,9,-31.44,-40.44,-36.3,-54.67,56.66,55.09,39.97,44.36,18,19,-35.94,-45.0,54.41,41.98,0.0,0.0,nature_based_non_human,5,short_word,
Kreide,11,9,13,10,81.27,81.22,90.08,77.5,23.59,16.31,12.2,24.57,20,23,81.25,84.61,20.12,19.2,9,9,8,11,6.22,3.0,14.5,16.82,21.14,26.31,14.62,23.27,18,19,4.61,15.84,23.21,19.63,0.0,0.0,,6,short_word,
Kreis,14,15,15,17,95.57,92.53,97.27,88.94,7.44,13.42,3.69,11.18,29,32,94.0,92.84,10.87,9.41,8,11,8,11,5.38,16.82,7.38,17.0,11.36,19.86,7.65,15.49,19,19,12.0,12.95,17.41,13.41,0.0,0.0,,5,short_word,
Kreisel,12,10,13,9,80.25,77.9,83.23,84.22,17.96,16.18,23.94,22.98,22,22,79.18,83.64,16.81,23.0,10,8,8,11,17.3,31.88,9.13,13.09,15.8,24.98,13.11,30.03,18,19,23.78,11.42,21.09,23.91,0.0,0.0,,7,long_word,
Kreislauf,9,10,12,11,65.67,37.8,48.17,61.73,34.2,30.46,38.79,29.71,19,23,51.0,54.65,34.47,34.66,10,8,8,11,20.4,14.75,31.75,24.27,26.57,21.7,33.04,34.51,18,19,17.89,27.42,24.0,33.17,0.0,0.0,,9,long_word,
Kreissäge,11,8,11,11,82.91,83.75,93.36,83.27,21.23,13.57,7.83,19.61,19,22,83.26,88.32,17.95,15.46,10,8,10,9,-25.6,-34.88,-4.4,-14.44,23.91,26.04,39.12,33.01,18,19,-29.72,-9.16,24.58,35.72,0.0,0.0,,9,long_word,
Kresse,10,9,12,11,67.2,80.89,79.83,84.18,17.28,17.3,23.74,23.05,19,23,73.68,81.91,18.21,22.99,9,10,9,10,27.67,17.5,31.11,33.1,20.22,35.81,21.95,22.85,19,19,22.32,32.16,29.16,21.82,0.0,0.0,nature_based_non_human,6,short_word,plant
Kreuz,11,10,11,11,90.0,93.2,92.73,90.91,9.47,12.66,11.49,12.03,21,22,91.52,91.82,10.93,11.52,9,9,9,10,-21.56,-12.33,19.56,-6.4,55.94,14.53,36.98,41.98,18,19,-16.94,5.89,39.93,40.82,0.0,0.0,,5,short_word,
Krieg,8,11,13,10,75.0,58.45,70.31,73.8,31.1,30.51,28.77,33.09,19,23,65.42,71.83,31.05,30.04,7,11,9,10,-71.14,-85.64,-83.11,-91.6,34.03,20.4,25.41,9.83,18,19,-80.0,-87.58,26.58,18.82,0.0,0.0,,5,short_word,
Krieger,12,9,12,10,76.17,68.78,75.92,61.2,17.24,13.19,24.54,35.14,21,22,73.0,69.23,15.72,30.01,10,9,11,8,-13.0,-36.22,-62.18,-60.13,59.0,43.48,38.17,26.12,19,19,-24.0,-61.32,52.18,32.8,0.0,0.0,nature_based_human,7,long_word,
Krise,10,10,13,10,30.7,22.4,37.08,36.3,29.53,21.88,34.26,29.99,20,23,26.55,36.74,25.65,31.75,10,8,9,10,-47.1,-58.13,-46.56,-50.9,23.02,40.13,23.21,30.3,18,19,-52.0,-48.84,31.23,26.52,0.0,0.0,,5,short_word,
Kristall,9,11,10,11,73.78,72.45,77.7,81.45,23.3,21.65,22.82,18.27,20,21,73.05,79.67,21.81,20.12,9,9,10,9,23.67,39.44,45.1,32.67,32.08,33.08,26.6,22.53,18,19,31.56,39.21,32.63,24.9,0.0,0.04,,8,long_word,
Kritik,9,11,12,11,31.44,18.36,35.08,35.91,26.19,17.49,30.7,25.45,20,23,24.25,35.48,22.24,27.67,9,10,10,10,-8.11,-14.3,-10.1,1.0,49.11,36.84,26.7,23.3,19,20,-11.37,-4.55,41.96,25.04,0.0,0.0,,6,short_word,
Krokodil,8,12,13,10,93.75,95.83,98.31,91.3,11.27,4.8,2.95,8.69,20,23,95.0,95.26,7.83,6.95,9,9,9,10,1.0,-14.0,-20.78,-26.5,34.6,24.17,50.86,29.03,18,19,-6.5,-23.79,29.96,39.75,0.0,0.0,nature_based_non_human,8,long_word,
Krone,10,11,12,11,88.5,94.0,90.58,85.09,15.23,10.13,15.1,16.91,21,23,91.38,87.96,12.79,15.87,8,10,8,11,10.13,27.8,26.75,23.73,33.26,32.13,39.16,36.92,18,19,19.94,25.0,32.92,36.82,0.0,0.0,,5,short_word,
Kröte,10,11,11,11,91.0,88.73,95.45,90.45,10.0,18.86,4.59,13.65,21,22,89.81,92.95,14.97,10.26,8,10,9,10,5.63,-1.5,5.33,-18.4,37.26,24.71,42.8,37.73,18,19,1.67,-7.16,30.13,40.92,0.0,0.0,nature_based_non_human,5,short_word,
Krücke,9,11,13,10,86.89,88.64,84.54,88.1,20.97,6.73,24.79,16.94,20,23,87.85,86.09,14.49,21.35,10,8,9,10,-30.9,-41.25,-22.0,-53.0,26.43,26.4,48.11,33.48,18,19,-35.5,-38.32,26.17,42.92,0.0,0.0,,6,short_word,
Krug,10,11,13,10,80.5,93.45,94.77,88.6,31.74,5.82,6.0,19.12,21,23,87.29,92.09,22.68,13.38,10,8,9,10,28.9,14.0,28.44,26.1,26.88,17.53,20.4,18.22,18,19,22.28,27.21,23.81,18.77,0.0,0.0,,4,short_word,
Kübel,11,10,11,12,63.55,69.2,86.36,79.92,31.57,26.25,13.46,22.66,21,23,66.24,83.0,28.58,18.7,10,9,9,10,-7.4,-7.89,19.78,-3.0,18.49,18.56,17.87,22.92,19,19,-7.63,7.79,18.0,23.26,0.0,0.0,,5,short_word,
Küche,10,10,13,11,72.1,87.4,94.15,93.0,27.9,12.83,8.37,8.44,20,24,79.75,93.63,22.55,8.23,9,10,10,9,22.44,35.3,32.9,45.67,16.16,41.33,30.76,31.83,19,19,29.21,38.95,31.84,31.08,0.0,0.0,,5,short_word,
Kuchen,10,10,12,11,84.5,93.7,98.08,94.0,12.54,9.48,2.94,8.69,20,23,89.1,96.13,11.8,6.56,7,12,10,9,25.29,48.42,66.6,49.11,26.36,31.02,29.48,26.8,19,19,39.89,58.32,30.84,28.88,0.0,0.0,,6,short_word,
Kuckuck,11,9,11,12,73.73,87.22,92.18,84.83,24.32,13.67,10.79,16.2,20,23,79.8,88.35,20.92,14.08,8,11,9,10,24.5,23.45,48.0,45.4,30.74,22.52,28.52,25.62,19,19,23.89,46.63,25.49,26.3,0.0,0.0,nature_based_non_human,7,long_word,
Kugel,10,10,12,11,91.6,94.7,93.0,89.73,10.07,8.12,10.77,15.83,20,23,93.15,91.43,9.05,13.22,7,11,10,9,-12.0,22.45,3.1,7.11,29.46,37.78,47.01,14.55,18,19,9.06,5.0,38.01,34.69,0.0,0.0,,5,short_word,
Kuh,11,10,11,11,95.0,94.9,97.36,92.45,7.4,5.28,3.67,11.8,21,22,94.95,94.91,6.32,8.89,9,9,8,11,18.33,25.89,45.63,28.18,18.3,32.32,28.22,21.68,18,19,22.11,35.53,25.77,25.48,0.0,0.0,nature_based_non_human,3,short_word,
Kuhstall,12,9,14,9,82.17,83.44,87.71,89.11,16.16,19.28,11.99,14.46,21,23,82.71,88.26,17.11,12.71,8,10,8,11,13.63,3.4,43.88,-6.18,28.5,20.99,33.69,45.36,18,19,7.94,14.89,24.39,47.21,0.0,0.0,,8,long_word,
Kuhweide,10,10,13,10,74.8,79.6,89.31,73.1,23.7,19.81,12.46,21.85,20,23,77.2,82.26,21.4,18.64,9,9,10,9,20.44,20.89,34.5,6.11,17.38,19.93,20.78,32.64,18,19,20.67,21.05,18.14,30.02,0.0,0.0,,8,long_word,
Küken,9,9,14,9,94.44,90.67,97.21,91.56,6.48,10.17,4.08,8.17,18,23,92.56,95.0,8.5,6.49,9,10,9,10,39.56,52.9,65.56,53.7,22.38,30.9,26.57,28.62,19,19,46.58,59.32,27.33,27.57,0.0,0.0,nature_based_non_human,5,short_word,
Kulisse,13,9,12,11,47.0,66.67,58.17,75.73,23.22,22.89,27.54,25.21,22,23,55.05,66.57,24.61,27.36,9,10,9,10,10.0,31.3,4.0,19.3,25.11,23.37,33.43,20.22,19,19,21.21,12.05,25.93,27.62,0.0,0.0,,7,long_word,
Kult,11,10,12,11,30.91,25.5,39.42,40.82,28.75,31.05,33.04,29.82,21,23,28.33,40.09,29.24,30.83,8,10,8,11,-14.88,-12.1,5.25,-6.55,29.27,37.16,20.17,38.25,18,19,-13.33,-1.58,32.95,31.73,0.0,0.0,,4,short_word,
Kümmel,12,9,14,8,73.08,84.56,90.86,84.5,29.87,16.09,11.1,20.03,21,22,78.0,88.55,25.06,14.83,9,9,9,10,7.11,1.78,37.56,15.1,26.19,9.59,26.02,27.92,18,19,4.44,25.74,19.33,28.7,0.0,0.0,nature_based_non_human,6,short_word,plant
Kummer,10,10,11,12,25.0,33.0,36.73,50.58,19.44,20.94,24.2,36.64,20,23,29.0,43.96,20.09,31.42,8,10,8,11,-65.13,-57.8,-50.88,-69.55,21.7,30.65,38.72,28.56,18,19,-61.06,-61.68,26.56,33.55,0.0,0.0,,6,short_word,
Kunde,9,12,11,12,48.78,40.58,61.82,72.67,30.86,25.39,34.19,30.43,21,23,44.1,67.48,27.44,32.02,9,10,8,11,4.44,14.7,30.0,30.64,27.76,16.48,25.88,30.05,19,19,9.84,30.37,22.49,27.61,0.0,0.0,nature_based_human,5,short_word,
Kunst,12,9,13,10,51.58,54.56,49.23,56.2,30.74,27.26,33.51,36.0,21,23,52.86,52.26,28.63,33.99,8,11,10,9,22.75,47.91,50.3,69.22,29.05,37.25,22.47,33.58,19,19,37.32,59.26,35.52,29.12,0.0,0.0,,5,short_word,
Künstler,10,10,13,10,45.2,58.0,71.77,73.8,22.09,9.88,30.83,25.65,20,23,51.6,72.65,17.9,28.09,8,10,8,11,34.5,50.3,33.5,53.91,35.88,36.3,19.21,18.99,18,19,43.28,45.32,35.95,21.23,0.0,0.0,nature_based_human,8,long_word,
Kunststück,10,10,12,11,49.8,26.1,51.33,68.09,25.74,22.5,22.95,28.64,20,23,37.95,59.35,26.48,26.63,11,8,9,10,25.09,49.38,28.56,25.7,15.74,33.74,24.31,23.3,19,19,35.32,27.05,27.06,23.16,0.0,0.0,,10,long_word,
Kupfer,9,10,12,10,57.78,70.4,70.75,79.1,38.68,21.71,28.43,21.33,19,22,64.42,74.55,30.7,25.22,9,9,10,9,13.22,-1.33,18.1,15.0,14.59,5.81,25.0,33.15,18,19,5.94,16.63,13.12,28.34,0.0,0.0,,6,short_word,
Kürbis,11,8,13,10,89.27,94.0,92.38,90.1,16.28,6.82,13.84,11.58,19,23,91.26,91.39,13.08,12.68,11,8,8,11,30.91,42.0,36.0,37.09,30.91,38.63,34.01,33.47,19,19,35.58,36.63,33.81,32.75,0.0,0.0,nature_based_non_human,6,short_word,plant
Kurgast,8,11,11,12,42.63,48.64,67.45,68.5,22.34,18.54,35.6,26.65,19,23,46.11,68.0,19.86,30.52,9,9,9,10,2.33,11.0,26.78,35.3,26.18,27.26,24.77,33.37,18,19,6.67,31.26,26.31,29.13,0.0,0.0,nature_based_human,7,long_word,
Kurs,10,9,13,10,40.9,32.78,48.0,50.5,32.0,22.75,32.07,34.93,19,23,37.05,49.09,27.56,32.58,9,9,10,9,22.22,15.33,15.8,24.89,29.52,16.37,15.99,27.5,18,19,18.78,20.11,23.43,22.04,0.0,0.0,,4,short_word,
Kurve,12,8,12,11,81.0,67.25,87.83,79.82,18.76,23.99,21.54,18.03,20,23,75.5,84.0,21.53,19.91,11,8,10,9,24.91,-0.75,4.4,21.67,32.24,15.06,21.47,25.89,19,19,14.11,12.58,28.9,24.64,0.0,0.0,,5,short_word,
Kusine,11,11,13,10,41.91,49.36,60.85,84.3,31.89,33.32,40.43,27.88,22,23,45.64,71.04,32.06,36.75,8,10,10,9,28.13,24.7,46.7,29.89,32.58,33.22,36.65,37.3,18,19,26.22,38.74,32.0,36.94,0.0,0.0,nature_based_human,6,short_word,
Kuss,10,10,13,10,75.6,85.7,88.08,91.1,29.67,24.94,17.04,9.13,20,23,80.65,89.39,27.17,13.96,13,13,12,13,75.62,84.08,83.58,83.54,34.86,21.0,15.99,20.56,26,25,79.85,83.56,28.53,18.12,0.0,0.0,,4,short_word,
Küste,12,10,12,11,74.83,83.1,92.0,81.91,24.76,11.47,9.21,15.64,22,23,78.59,87.17,19.88,13.43,9,10,10,9,65.22,54.0,49.8,49.56,26.23,37.3,37.86,32.09,19,19,59.32,49.68,32.17,34.27,0.0,0.0,,5,short_word,
Kutsche,12,8,11,11,85.5,90.13,97.55,85.0,17.94,9.48,3.98,13.93,20,22,87.35,91.27,14.99,11.88,11,8,9,10,27.27,23.0,35.22,46.1,23.59,27.47,25.03,24.75,19,19,25.47,40.95,24.64,24.82,0.0,0.04,,7,long_word,
Kutte,9,10,9,13,81.44,69.4,84.22,83.54,13.03,18.28,21.43,17.74,19,22,75.11,83.82,16.75,18.84,8,11,8,11,-3.75,-6.45,0.5,3.27,18.97,18.04,31.2,25.61,19,19,-5.32,2.11,17.96,27.29,0.0,0.0,,5,short_word,
Labyrinth,11,9,12,11,73.45,92.22,74.75,77.64,21.63,7.74,27.05,20.7,20,23,81.9,76.13,19.06,23.73,10,8,11,8,-4.3,9.63,-40.27,-16.75,47.93,40.81,36.11,27.64,18,19,1.89,-30.37,44.19,34.12,0.0,0.0,,9,long_word,
Lachs,10,10,11,12,75.8,82.9,93.64,85.75,30.78,20.29,12.56,17.62,20,23,79.35,89.52,25.63,15.59,8,10,10,9,22.5,32.1,43.0,41.89,35.2,27.07,32.14,38.44,18,19,27.83,42.47,30.37,34.26,0.0,0.0,nature_based_non_human,5,short_word,
Laden,10,10,11,11,74.4,74.3,90.36,81.45,23.14,12.6,9.33,20.07,20,22,74.35,85.91,18.13,15.94,8,10,9,11,16.63,11.5,20.22,27.73,18.02,15.88,23.66,27.84,18,20,13.78,24.35,16.56,25.66,0.0,0.0,,5,short_word,
Lage,10,9,13,10,23.2,18.22,35.23,42.3,17.45,18.43,27.22,39.14,19,23,20.84,38.3,17.6,32.31,9,10,8,11,1.56,3.4,2.38,4.82,13.61,19.0,6.52,12.21,19,19,2.53,3.79,16.24,10.05,0.0,0.0,,4,short_word,
Lager,11,9,13,10,71.64,58.44,71.38,66.8,23.3,24.31,27.8,30.51,20,23,65.7,69.39,24.08,28.42,9,9,10,10,-20.0,-19.0,21.2,-8.0,37.81,37.05,20.94,46.44,18,20,-19.5,6.6,36.32,38.13,0.0,0.0,,5,short_word,
Laken,9,10,11,12,87.11,86.9,95.18,88.83,15.85,11.85,6.75,9.92,19,23,87.0,91.87,13.48,8.97,10,9,10,9,10.8,11.33,23.5,26.67,27.63,20.27,29.66,25.78,19,19,11.05,25.0,23.76,27.17,0.0,0.0,,5,short_word,
Lakritze,11,9,12,10,76.09,87.0,90.08,81.2,21.6,12.82,13.25,24.4,20,22,81.0,86.05,18.6,19.17,8,10,9,10,16.13,5.4,9.44,20.6,41.56,32.14,23.4,36.73,18,19,10.17,15.32,35.89,30.83,0.0,0.03,,8,long_word,
Lama,11,9,13,10,84.0,90.11,94.23,87.9,17.16,9.66,8.36,14.52,20,23,86.75,91.48,14.29,11.6,11,7,10,9,17.73,47.0,36.6,30.11,20.44,30.64,26.7,20.26,18,19,29.11,33.53,28.15,23.45,0.0,0.0,nature_based_non_human,4,short_word,
Lametta,11,10,13,10,85.82,82.7,89.62,86.0,15.77,12.58,18.0,14.06,21,23,84.33,88.04,14.08,16.16,10,8,10,9,-7.2,22.75,19.5,31.44,35.22,34.4,36.87,26.41,18,19,6.11,25.16,37.13,32.05,0.0,0.0,,7,long_word,
Lamm,10,10,13,9,81.4,92.7,95.0,91.56,15.76,11.7,6.28,8.82,20,22,87.05,93.59,14.7,7.43,9,10,9,10,20.78,37.3,49.22,60.4,20.19,31.11,18.87,22.39,19,19,29.47,55.11,27.15,21.02,0.0,0.0,nature_based_non_human,4,short_word,
Lampe,10,12,12,11,88.9,94.92,96.58,95.09,7.94,8.38,4.08,6.95,22,23,92.18,95.87,8.56,5.55,8,10,9,11,27.25,12.4,40.56,44.64,23.21,13.75,25.5,26.91,18,20,19.0,42.8,19.48,25.68,0.0,0.0,,5,short_word,
Land,10,10,12,11,65.8,56.2,87.25,79.27,22.4,32.47,13.22,26.12,20,23,61.0,83.43,27.59,20.35,9,10,8,11,18.11,22.5,44.13,30.55,23.96,27.87,27.92,28.36,19,19,20.42,36.26,25.46,28.24,0.0,0.0,,4,short_word,
Landhaus,11,8,12,11,82.18,80.0,91.58,88.0,18.3,16.46,12.65,15.41,19,23,81.26,89.87,17.11,13.83,9,9,9,10,20.67,43.56,50.56,43.6,24.86,37.48,26.81,23.83,18,19,32.11,46.89,33.03,24.82,0.0,0.0,,8,long_word,
Landschaft,10,10,12,11,68.7,66.4,82.75,83.27,21.84,23.81,14.49,17.96,20,23,67.55,83.0,22.27,15.86,10,9,9,10,53.2,48.89,56.0,50.4,23.61,37.08,28.86,29.88,19,19,51.16,53.05,29.91,28.72,0.0,0.0,,10,long_word,
Languste,11,10,12,11,65.0,72.0,80.67,79.18,31.06,28.67,21.72,22.04,21,23,68.33,79.96,29.42,21.38,8,10,10,9,18.38,13.4,24.6,13.89,47.6,32.07,44.42,38.64,18,19,15.61,19.53,38.52,41.0,0.0,0.0,nature_based_non_human,8,long_word,
Lanze,10,10,12,11,86.8,77.2,90.17,72.55,16.36,19.54,16.02,28.85,20,23,82.0,81.74,18.22,24.24,10,8,10,9,-13.3,-23.25,-18.9,-21.56,27.16,20.55,38.76,21.74,18,19,-17.72,-20.16,24.3,31.04,0.0,0.0,,5,short_word,
Lappen,10,11,9,13,77.3,86.18,78.33,85.69,18.73,13.91,24.21,18.35,21,22,81.95,82.68,16.59,20.73,10,9,10,10,-3.2,-13.0,5.7,10.0,21.21,19.12,15.72,19.04,19,20,-7.84,7.85,20.31,17.13,0.0,0.0,,6,short_word,
Lärche,9,11,12,10,72.89,76.55,94.58,82.0,28.15,19.01,8.3,27.24,20,22,74.9,88.86,22.96,19.88,10,9,8,11,30.0,23.89,57.25,48.36,19.33,23.59,27.16,25.82,19,19,27.11,52.11,21.07,26.03,0.0,0.0,nature_based_non_human,6,short_word,plant
Larve,8,11,12,11,76.25,73.18,80.0,81.18,15.49,17.51,19.16,22.85,19,23,74.47,80.57,16.31,20.53,11,8,9,11,-5.27,-12.25,-29.44,-29.0,19.3,40.06,46.31,27.49,19,20,-8.21,-29.2,29.05,36.07,0.0,0.0,nature_based_non_human,5,short_word,
Lasso,11,10,13,10,84.09,93.7,93.0,79.8,14.59,7.17,10.07,19.66,21,23,88.67,87.26,12.4,16.07,9,10,10,9,1.56,14.2,-1.3,-0.56,46.66,23.37,42.48,17.29,19,19,8.21,-0.95,35.81,32.17,0.0,0.0,,5,short_word,
Last,10,10,11,12,54.5,43.2,66.18,59.0,33.74,22.98,33.34,34.06,20,23,48.85,62.43,28.69,33.15,9,9,11,8,-44.78,-44.0,-45.18,-46.88,26.19,16.61,30.81,30.18,18,19,-44.39,-45.89,21.27,29.71,0.0,0.0,,4,short_word,
Lastwagen,9,10,12,11,83.22,89.3,97.42,92.55,20.47,11.95,3.82,10.32,19,23,86.42,95.09,16.35,7.87,8,10,9,11,-18.63,-15.0,4.56,-9.36,34.33,18.71,22.95,33.73,18,20,-16.61,-3.1,25.96,29.52,0.0,0.0,,9,long_word,
Laterne,10,9,13,10,83.0,85.67,95.62,88.8,15.94,16.6,5.52,18.13,19,23,84.26,92.65,15.85,12.77,9,10,9,11,21.78,30.2,33.44,39.0,19.07,21.85,20.6,26.57,19,20,26.21,36.5,20.47,23.63,0.0,0.0,,7,long_word,
Laub,10,10,14,9,76.9,87.6,89.21,89.78,18.13,13.91,17.84,13.41,20,23,82.25,89.43,16.66,15.92,9,10,8,11,20.22,32.8,14.0,7.09,26.02,25.22,35.78,34.18,19,19,26.84,10.0,25.7,34.05,0.0,0.0,,4,short_word,
